Folder Name,NOSE_x,NOSE_y,NOSE_z,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_z,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_z,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_z,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_z,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_z,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_z,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_z,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_z,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_z,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_z,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_z,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_z,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_z,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_z,Left_Elbow_Angle_sin,Left_Elbow_Angle_cos,Left_Shoulder_Angle_sin,Left_Shoulder_Angle_cos,Left_Knee_Angle_sin,Left_Knee_Angle_cos,Left_Hip_Angle_sin,Left_Hip_Angle_cos,Left_Ankle_Angle_sin,Left_Ankle_Angle_cos,Right_Elbow_Angle_sin,Right_Elbow_Angle_cos,Right_Shoulder_Angle_sin,Right_Shoulder_Angle_cos,Right_Knee_Angle_sin,Right_Knee_Angle_cos,Right_Hip_Angle_sin,Right_Hip_Angle_cos,Right_Ankle_Angle_sin,Right_Ankle_Angle_cos
dandasana,0.54110731,0.42585968,0.003151243,0.515520487,0.412582248,0.098723819,0.512343699,0.376577313,-0.011315532,0.529905962,0.424691701,0.520277285,0.495504233,0.419473815,-0.068361524,0.558274555,0.484580238,0.780310907,0.510029548,0.579876271,-0.426677122,0.594053417,0.615037632,-0.39330984,0.529030622,0.469773876,-0.406146358,0.729867002,0.714292434,-0.060698126,0.236824696,0.723868124,0.143267529,0.643872656,0.62895998,0.977166045,0.620969153,0.637962881,-0.976196493,0.415458855,0.644478285,0.196008758,0.552481226,0.516244757,0.207286534,0.270485453,0.574608576,-0.046727472,0.74650691,0.655794315,-0.153939149,0.119591575,-0.992823174,0.142127905,0.989848301,0.10104498,-0.994881858,0.977734983,-0.20984352,0.195881131,0.980627647,0.171133268,-0.98524789,0.118875103,-0.992909215,0.073477955,-0.997296842,0.977256676,-0.212059872,0.221019257,0.975269444
dandasana,0.33666169,0.335546056,0.590847466,0.309760385,0.30902627,0.658764776,0.335263009,0.276163993,0.473262736,0.284703634,0.305349941,0.829504665,0.317702093,0.284943097,-0.183756655,0.303400577,0.470415496,1.08653382,0.27304478,0.483626223,-0.837956153,0.594053417,0.615037632,-0.39330984,0.313884029,0.672060652,-0.525919713,0.729867002,0.714292434,-0.060698126,0.236824696,0.723868124,0.143267529,0.347380397,0.738536776,1.379586672,0.331005998,0.722952467,-1.377193516,0.415458855,0.644478285,0.196008758,0.552481226,0.516244757,0.207286534,0.270485453,0.574608576,-0.046727472,0.74650691,0.655794315,-0.153939149,0.119591575,-0.992823174,0.142127905,0.989848301,0.10104498,-0.994881858,0.977734983,-0.20984352,0.195881131,0.980627647,0.171133268,-0.98524789,0.225610583,0.974217565,0.073477955,-0.997296842,0.977256676,-0.212059872,0.221019257,0.975269444
dandasana,0.562893966,0.303841716,0.52132915,0.536575249,0.291697684,0.566721885,0.56976727,0.2597291,0.454004013,0.526343929,0.286811844,0.589414568,0.563031589,0.270589188,-0.022506998,0.45937174,0.351225199,0.633906268,0.494884017,0.429920299,-0.477336029,0.594053417,0.615037632,-0.39330984,0.509338325,0.530687428,-0.087522528,0.729867002,0.714292434,-0.060698126,0.371671027,0.633986456,0.215266865,0.464035357,0.571007507,0.77224873,0.467858155,0.583707932,-0.770022929,0.415458855,0.644478285,0.196008758,0.585071607,0.51044477,0.357348413,0.533387419,0.593466246,0.848749503,0.696823002,0.698088199,-0.107988002,0.119591575,-0.992823174,0.142127905,0.989848301,0.10104498,-0.994881858,0.977734983,-0.20984352,0.195881131,0.980627647,0.35032897,-0.93662672,0.205475237,0.978662315,0.029975971,-0.99955062,0.906355286,-0.422516386,0.630080874,0.776529518
dandasana,0.567410198,0.341441501,0.689869835,0.535305085,0.31956974,0.737929829,0.567725808,0.284990065,0.626435356,0.521547228,0.322699775,0.793469799,0.553176162,0.299833991,0.200767543,0.463215974,0.446447284,0.886136518,0.486534075,0.482714618,-0.291674882,0.594053417,0.615037632,-0.39330984,0.513551418,0.628524513,0.24038935,0.729867002,0.714292434,-0.060698126,0.347032059,0.747008782,0.552520259,0.442315028,0.671733131,0.896109639,0.445253715,0.674952938,-0.894914279,0.415458855,0.644478285,0.196008758,0.6159582,0.588712447,0.182216031,0.270485453,0.574608576,-0.046727472,0.74650691,0.655794315,-0.153939149,0.119591575,-0.992823174,0.142127905,0.989848301,0.10104498,-0.994881858,0.977734983,-0.20984352,0.195881131,0.980627647,0.052699138,-0.998610435,0.038927713,0.999242029,0.073477955,-0.997296842,0.992299393,-0.123862484,0.221019257,0.975269444
dandasana,0.807283124,0.22165465,0.397674214,0.814073654,0.227523174,0.283371225,0.844672507,0.188764661,0.448560692,0.884234496,0.271413674,-0.275483662,0.908156624,0.238330609,0.603424854,0.732956897,0.48538548,-0.85381962,0.832885236,0.457184064,0.966431588,0.530285552,0.739999447,-0.653601561,0.347082364,0.590174107,-0.15001737,0.729867002,0.714292434,-0.060698126,0.236824696,0.723868124,0.143267529,0.56274721,0.735530102,-1.254710095,0.60781606,0.675574103,1.254641427,0.415458855,0.644478285,0.196008758,0.552481226,0.516244757,0.207286534,0.270485453,0.574608576,-0.046727472,0.74650691,0.655794315,-0.153939149,0.119591575,-0.992823174,0.128887938,0.991659165,0.10104498,-0.994881858,0.977734983,-0.20984352,0.195881131,0.980627647,0.171133268,-0.98524789,0.189235202,0.981931789,0.073477955,-0.997296842,0.977256676,-0.212059872,0.221019257,0.975269444
dandasana,0.528143839,0.098748659,0.637240409,0.490195635,0.092223111,0.68220851,0.520321474,0.077899536,0.521494332,0.459551721,0.089329045,0.746669889,0.492863414,0.083305545,-0.11287079,0.382804656,0.217199703,0.797457159,0.384391059,0.268825591,-0.551032373,0.594053417,0.615037632,-0.39330984,0.415743381,0.487081661,-0.160048589,0.729867002,0.714292434,-0.060698126,0.26803591,0.640689416,0.177383549,0.416681404,0.59051794,0.909737501,0.418184057,0.603424293,-0.909691385,0.415458855,0.644478285,0.196008758,0.633529728,0.52030237,0.171682439,0.270485453,0.574608576,-0.046727472,0.837888711,0.702503778,0.022401175,0.119591575,-0.992823174,0.142127905,0.989848301,0.10104498,-0.994881858,0.977734983,-0.20984352,0.195881131,0.980627647,0.20023408,-0.979748087,0.221303122,0.97520507,0.055957689,-0.998433141,0.958267576,-0.285872792,0.358318479,0.933599415
utthita parsvakonasana,0.162786015,0.274025307,0.614855047,0.144728294,0.307593034,0.673528041,0.174012806,0.282502391,0.635842693,0.168624295,0.333912405,0.786877725,0.214435939,0.336845825,0.602909147,0.317315537,0.226096774,0.547002915,0.346717734,0.477490232,0.512891656,0.127996317,0.218781631,0.859105004,0.78505697,0.262849572,0.653589497,0.098653392,0.234336338,0.681441952,0.71689095,0.257796121,0.329764933,0.540381674,0.46119222,-0.04642322,0.511232326,0.492829822,0.043696538,0.580237802,0.549272383,0.105815613,0.415226526,0.376467179,0.5274635,0.652153687,0.587674647,-0.60671893,0.394431599,0.664028159,-0.147666842,0.10215449,-0.994768546,0.027705765,-0.999616122,0.050286967,-0.99873481,0.173429074,-0.984846362,0.764499182,-0.644624698,0.12913974,-0.991626405,0.345052028,-0.938583559,0.933148854,-0.359490218,0.510094036,0.86011864,0.99718451,-0.074987016
utthita parsvakonasana,0.139672211,0.387426176,0.70997559,0.128593467,0.392262369,0.775694422,0.146535729,0.370348285,0.768008278,0.151756377,0.409594466,0.898806073,0.175755699,0.427419867,0.878084804,0.308403891,0.361878142,0.591965348,0.300238339,0.573924148,0.802393803,0.128681623,0.289393431,0.927877582,0.78505697,0.262849572,0.653589497,0.120118568,0.258537055,0.781004631,0.71689095,0.257796121,0.329764933,0.511670539,0.55797194,-0.290655103,0.476957124,0.571385977,0.286991302,0.560817129,0.618254265,-0.197831624,0.433471301,0.436145291,0.413989243,0.640974856,0.601626746,-0.769897663,0.380485026,0.66645027,0.106158612,0.008510601,-0.999963784,0.165575966,-0.986197039,0.040838287,-0.999165769,0.180886453,-0.983503986,0.59488818,-0.803808468,0.12913974,-0.991626405,0.345052028,-0.938583559,0.158612301,-0.987340943,0.363474449,-0.931604168,0.979335327,-0.202243212
utthita parsvakonasana,0.719403556,0.286186407,0.489021166,0.692431253,0.30999258,0.531684103,0.722576512,0.260995111,0.514548433,0.705030997,0.333834092,0.657799398,0.718417627,0.27876426,0.564842756,0.609794616,0.404104009,0.674977922,0.64357042,0.310951724,0.323295081,0.479301967,0.535320987,0.875747832,0.785843699,0.222405946,0.8489514,0.574714479,0.583674794,0.264139699,0.71689095,0.257796121,0.329764933,0.487335326,0.508451898,0.55041222,0.466673748,0.498538041,-0.548603113,0.508685343,0.52640852,0.760452617,0.402358405,0.463796034,0.180859185,0.490893332,0.575470749,0.612371085,0.308858216,0.681068202,0.063167051,0.216208978,-0.976347109,0.723400047,0.690429122,0.921707337,-0.387886047,0.853690705,0.520780356,0.994023564,0.109165717,0.12913974,-0.991626405,0.153808489,-0.988100677,0.00506483,-0.999987174,0.133633587,-0.991030809,0.792834275,-0.609437292
utthita parsvakonasana,0.716129657,0.351586349,0.195776149,0.712384018,0.367616484,0.251058787,0.733884603,0.298745743,0.250395905,0.73884799,0.394255333,0.43856331,0.745192521,0.30752809,0.429783067,0.612445673,0.509221909,0.567952078,0.655489705,0.353399622,0.396322385,0.498532534,0.661010617,1.030355629,0.78505697,0.262849572,0.653589497,0.273728835,0.268554513,0.339156305,0.71689095,0.257796121,0.329764933,0.512045111,0.569710635,0.171682693,0.491979544,0.536833015,-0.170511235,0.53550009,0.523282771,0.361865672,0.421498375,0.481267981,0.281638749,0.515005721,0.590421075,0.066771336,0.308505932,0.664657799,0.11442793,0.13510761,-0.990830931,0.788638722,0.614856867,0.987193376,0.159528175,0.498204345,0.867059647,0.997156911,0.075353135,0.12913974,-0.991626405,0.345052028,-0.938583559,0.190667223,-0.981654731,0.113585058,-0.993528276,0.562628401,-0.826709914
utthita parsvakonasana,0.753153853,0.325938187,0.015836561,0.745422314,0.348809358,0.067066286,0.763072744,0.293951096,0.07550068,0.768008507,0.379447485,0.207730986,0.762754385,0.319751202,0.255509294,0.646115542,0.461840985,0.301207286,0.65200778,0.373200874,0.04693698,0.565637437,0.563830933,0.094788854,0.78505697,0.263948313,0.408392133,0.711619862,0.564733497,-0.927713116,0.734966915,0.28149254,0.399668429,0.526829114,0.543418316,0.472554507,0.487937112,0.532728622,-0.471865527,0.578888688,0.537451017,0.297396737,0.415369372,0.466738215,0.280754864,0.559272967,0.573078636,0.249072013,0.310768828,0.659818422,0.494935392,0.61140136,-0.791320654,0.969813502,0.243847844,0.97433209,-0.225115478,0.710110074,0.704090678,0.999982629,0.005894188,0.048738858,-0.998811556,0.08176468,-0.996651663,0.004653612,-0.999989172,0.122208269,-0.992504478,0.653865057,-0.756611186
utthita parsvakonasana,0.221158374,0.358129638,0.186313995,0.183996749,0.374861292,0.22915347,0.210998457,0.338811884,0.157731517,0.191286093,0.408439637,0.319838724,0.228224324,0.392520281,-0.048991823,0.354145787,0.380278431,0.18069427,0.310524576,0.577373041,-0.013904935,0.21193456,0.298067384,0.470283732,0.386473066,0.647266543,0.383812177,0.219369176,0.269482977,0.26185073,0.203468277,0.70548423,0.122773958,0.526526051,0.572441568,0.0339121,0.491804106,0.583219872,-0.036074189,0.550302951,0.622463632,0.133667566,0.389799568,0.444860436,0.502016867,0.61952305,0.588123605,0.086781024,0.350873687,0.675409573,0.257455217,0.332844887,-0.942981591,0.370910973,-0.928668429,0.05779411,-0.998328524,0.2430286,-0.970019123,0.542443209,-0.840092474,0.176725371,-0.984260201,0.928554467,0.371196176,0.964900528,-0.262615634,0.547536434,0.836781844,0.975047979,-0.221994231
utthita parsvakonasana,0.757738453,0.342899114,0.466487224,0.743609664,0.372242623,0.487428715,0.781659333,0.321924666,0.495940509,0.764211529,0.424410489,0.496302863,0.794394752,0.369999674,0.526747837,0.630806486,0.551992812,0.619588793,0.694515013,0.35828264,0.211499383,0.513347519,0.687779379,1.013642939,0.816148837,0.251216865,0.469105459,0.273728835,0.268554513,0.339156305,0.803859916,0.244844977,0.263270476,0.527224539,0.560992523,0.47032607,0.510689885,0.532733122,-0.468486674,0.55494152,0.565868534,0.289313663,0.431286349,0.472265887,0.089353819,0.534713004,0.585499097,0.803712672,0.307377465,0.668548883,-0.521185326,0.13510761,-0.990830931,0.907349674,0.4203767,0.110582418,-0.993866957,0.29035542,-0.956918873,0.86677994,-0.498690822,0.010121085,-0.999948781,0.046635852,-0.998911957,0.097034163,-0.995281051,0.112637417,-0.993636157,0.59061429,-0.806954002
utthita parsvakonasana,0.736021429,0.236757824,0.481080436,0.719638022,0.27766443,0.526509668,0.753283202,0.211377382,0.543624782,0.733173633,0.313723316,0.625439743,0.757252619,0.225682879,0.71529777,0.595114688,0.429919254,0.612964184,0.669160683,0.235628103,0.46179673,0.320980977,0.390712665,0.680801324,0.812660079,0.178880331,0.786463072,0.273728835,0.268554513,0.339156305,0.811979648,0.226597762,0.599197115,0.497707304,0.485202708,0.2189857,0.481212898,0.455741245,-0.217836887,0.55494152,0.565868534,0.289313663,0.413609814,0.417828344,0.418853566,0.535026531,0.575377577,0.304213117,0.30423168,0.624031361,0.06050827,0.13510761,-0.990830931,0.962189429,-0.272381171,0.110582418,-0.993866957,0.29035542,-0.956918873,0.86677994,-0.498690822,0.112064419,-0.993700944,0.311027409,-0.950400942,0.12318955,-0.992383159,0.146678229,-0.989184258,0.710219206,-0.703980596
utthita parsvakonasana,0.73857375,0.373711098,0.463075515,0.72602193,0.405465642,0.479151749,0.763924373,0.346481554,0.514285002,0.741422988,0.45078427,0.444231254,0.777101674,0.380768265,0.619593009,0.604997201,0.523902107,0.463158527,0.678682667,0.375226378,0.348192509,0.497060872,0.684747642,0.930019102,0.802011105,0.262999462,0.660986879,0.273728835,0.268554513,0.339156305,0.783368449,0.265784385,0.475173395,0.495163064,0.554172719,0.25935245,0.478867781,0.526954286,-0.258288193,0.520299151,0.53587221,0.992569546,0.413004454,0.465392124,0.41924025,0.509661978,0.600555164,0.651056406,0.314991155,0.676060786,0.133431079,0.13510761,-0.990830931,0.920166451,0.391527396,0.988997851,-0.147929882,0.533871926,0.845565354,0.999748492,0.022426588,0.081473734,-0.996675489,0.100913118,-0.994895242,0.071936863,-0.997409188,0.063426027,-0.997986543,0.75048594,-0.660886415
utthita parsvakonasana,0.827048977,0.073022988,-0.022268313,0.821810452,0.118515351,-0.043052495,0.856391209,0.080549606,-0.002375965,0.852284764,0.185509619,-0.158927718,0.87680146,0.127133647,0.053577389,0.689266636,0.387142541,0.039850191,0.704489257,0.153789605,0.07077418,0.555061937,0.602152,0.784647865,0.78505697,0.262849572,0.653589497,0.273728835,0.268554513,0.339156305,0.71689095,0.257796121,0.329764933,0.548816519,0.505773015,0.244326614,0.526570389,0.475043988,-0.242897226,0.611649636,0.428321587,0.44704886,0.438976108,0.429055929,0.45742685,0.608957152,0.565533701,-0.006461128,0.29872557,0.656138823,0.02356883,0.13510761,-0.990830931,0.761061107,0.648680192,0.998309446,0.058122715,0.344712582,0.93870828,0.99181809,-0.12765922,0.12913974,-0.991626405,0.345052028,-0.938583559,0.059971625,-0.998200082,0.239224397,-0.970964308,0.672169228,-0.740397548
utthita parsvakonasana,0.792241135,0.334771169,0.481560203,0.769097843,0.351341904,0.564068681,0.793147419,0.292131263,0.519875664,0.780332334,0.363910198,0.844022275,0.785656593,0.303241447,0.589495624,0.654886347,0.437684282,0.887063123,0.673993831,0.343226895,0.232067994,0.554684849,0.546011573,0.821824268,0.806563134,0.242600738,0.55184295,0.741536087,0.577494278,-0.139014875,0.797060392,0.245269444,0.630307141,0.577720394,0.552667937,0.557152565,0.533510462,0.548890983,-0.556390527,0.62910809,0.54075798,0.192498055,0.446818547,0.484598004,0.056882344,0.597021785,0.583032719,0.191055169,0.325696854,0.680719545,-0.266797993,0.398554446,-0.917144674,0.665058341,0.746791405,0.987593348,-0.15703305,0.892603548,0.45084244,0.999533087,0.030554996,0.005429401,-0.999985261,0.345052028,-0.938583559,0.051108575,-0.998693103,0.380998648,-0.924575594,0.585926298,-0.810364346
utthita parsvakonasana,0.277875853,0.207051573,0.414210219,0.243814294,0.227651035,0.467530729,0.274460425,0.213516125,0.440293333,0.256449212,0.266103047,0.569739169,0.291818493,0.270730103,0.435802446,0.380998056,0.228484063,0.229547937,0.364820158,0.489944495,0.477208038,0.185061805,0.218201628,0.35881269,0.78505697,0.262849572,0.653589497,0.167668748,0.239625636,0.220073462,0.71689095,0.257796121,0.329764933,0.550002031,0.516567971,-0.180223716,0.523977906,0.543461336,0.179340184,0.570524355,0.589193293,-0.035156217,0.434745813,0.395612182,0.476591446,0.632507538,0.581165834,-0.182802941,0.420268583,0.678964778,0.18958444,0.139027193,-0.990288564,0.314057228,-0.949404054,0.078467397,-0.99691668,0.157642801,-0.987496201,0.667557842,-0.744557941,0.12913974,-0.991626405,0.345052028,-0.938583559,0.998841562,-0.048120004,0.578483331,0.815694205,0.998219593,-0.059645992
utthita parsvakonasana,0.766974815,0.424436949,0.462200888,0.741590065,0.445189086,0.509673677,0.773831256,0.369397296,0.494566373,0.75181502,0.468313931,0.62179965,0.772916781,0.380932284,0.526916728,0.608411422,0.536292938,0.700158442,0.690356289,0.396446124,0.245698436,0.500416354,0.67100112,0.98464893,0.819632284,0.283547941,0.606219304,0.273728835,0.268554513,0.339156305,0.764618667,0.301659161,0.479035605,0.523796288,0.551125333,0.557759183,0.504400864,0.536209515,-0.55615929,0.554049683,0.51598882,1.139389823,0.423815253,0.479904614,-0.043719399,0.527540042,0.585238221,0.902004838,0.30770976,0.672711225,-0.408029163,0.13510761,-0.990830931,0.919294005,0.393571509,0.998350647,0.057410669,0.415430325,0.909625003,0.99560112,0.093693172,0.088874085,-0.996042869,0.002710011,-0.999996328,0.096933544,-0.995290856,0.016527652,-0.999863409,0.600313299,-0.79976493
utthita parsvakonasana,0.215793326,0.334267186,0.614130562,0.206832267,0.338062182,0.630446041,0.236305458,0.324951128,0.663175315,0.236511166,0.335930541,0.571325081,0.279090116,0.370538359,0.77199806,0.349321784,0.219245884,0.27837573,0.376478992,0.498945842,0.773148419,0.165788728,0.198731211,0.682872614,0.78505697,0.262849572,0.653589497,0.141942414,0.236672222,0.799432359,0.71689095,0.257796121,0.329764933,0.540792698,0.480521594,-0.395444906,0.517073623,0.507707337,0.394403793,0.561194937,0.55228218,-0.021968977,0.435425319,0.371663576,0.824694114,0.631886684,0.578542529,-0.626478953,0.434927231,0.661342854,0.201081723,0.435926017,-0.899982504,0.011088395,-0.999938522,0.009523625,-0.999954649,0.017150484,-0.99985292,0.744623817,-0.66748436,0.12913974,-0.991626405,0.345052028,-0.938583559,0.992618042,-0.121282409,0.435957622,0.899967195,0.999910564,0.013374004
utthita parsvakonasana,0.191725738,0.310261263,0.30986707,0.163787982,0.314846152,0.360974303,0.187142337,0.30217651,0.325802635,0.174511366,0.338022692,0.510203459,0.204901224,0.356792225,0.349776517,0.317120697,0.300540134,0.26923954,0.309148134,0.545933288,0.457970221,0.126033354,0.245700015,0.496499676,0.78505697,0.262849572,0.653589497,0.08910267,0.238098676,0.369754693,0.71689095,0.257796121,0.329764933,0.519625679,0.549122831,-0.270850176,0.481565624,0.563322531,0.268198012,0.567361757,0.606499803,-0.100975719,0.387360612,0.409784954,0.82481929,0.645029485,0.597238339,-0.542604989,0.381510421,0.67071238,0.469131789,0.152431299,-0.988314069,0.012389188,-0.999923251,0.075232198,-0.997166043,0.261820169,-0.965116676,0.622115241,-0.782925684,0.12913974,-0.991626405,0.345052028,-0.938583559,0.99491086,0.10075902,0.460627719,0.887593434,0.999617057,0.027671996
utthita parsvakonasana,0.248980295,0.271194402,-0.412717858,0.233784604,0.252102494,-0.443168958,0.244839979,0.259091779,-0.380062709,0.267885785,0.237180149,-0.555951069,0.270760185,0.286584619,-0.21428178,0.400118975,0.260649958,-0.648630144,0.353944386,0.379734253,0.162846508,0.320980977,0.471936676,-0.105452667,0.78505697,0.262849572,0.653589497,0.450227388,0.560186669,0.201862848,0.71689095,0.257796121,0.329764933,0.514422353,0.473167915,-0.549819184,0.498930661,0.490838356,0.551500437,0.515105141,0.502488534,0.241901535,0.431407031,0.399206748,0.443193269,0.591035261,0.585368659,0.05168103,0.41065647,0.644894914,0.019277529,0.007061149,-0.99997507,0.350240876,0.936659665,0.110582418,-0.993866957,0.28044268,-0.959870774,0.86677994,-0.498690822,0.12913974,-0.991626405,0.345052028,-0.938583559,0.757394715,-0.652957308,0.977748053,0.209782615,0.99343289,-0.114416317
utthita parsvakonasana,0.510377317,0.056885428,-1.248059453,0.509995661,0.060090514,-1.286145363,0.502495351,0.044732541,-1.265630427,0.545108312,0.071484445,-1.334720228,0.498504001,0.060400371,-1.219440743,0.557299237,0.149102903,-0.913192712,0.456871154,0.208869869,-0.80969903,0.540887096,0.211266626,-0.465701868,0.427002699,0.166024637,-0.15313316,0.791810221,0.267626048,-0.522642817,0.185433593,0.222791663,-0.185512366,0.55073022,0.47034246,-0.104952798,0.517047392,0.47751253,0.105529943,0.541150468,0.570105321,0.492979759,0.461051031,0.461595957,0.768822313,0.591671165,0.602607563,0.534437744,0.380485026,0.689051598,0.588623534,0.112792424,-0.993618573,0.962189429,-0.272381171,0.03900763,-0.999238913,0.556396757,-0.830916752,0.86677994,-0.498690822,0.099404187,-0.995047138,0.863361164,-0.504586465,0.091479444,-0.995806965,0.641392435,-0.767212972,0.832503871,-0.554019228
utthita parsvakonasana,0.857889019,0.451141614,0.334037119,0.84696618,0.469222093,0.327452124,0.885950072,0.410700302,0.362503323,0.86860256,0.508112914,0.208246102,0.89767943,0.461491278,0.386052021,0.694032601,0.613394769,0.243163217,0.748548185,0.466822046,0.241418588,0.576100289,0.718567389,0.58248665,0.784663937,0.293613321,0.653589497,0.733817145,0.749561555,0.354806373,0.714034098,0.254779484,0.371418119,0.552415193,0.596544245,0.361792097,0.529458122,0.575197241,-0.360460947,0.619211104,0.56294869,0.934180018,0.435614058,0.500902721,0.048464245,0.574648536,0.602398756,0.672154904,0.294060539,0.688406923,-0.394973311,0.108994803,-0.994042319,0.925710672,0.378232405,0.986057842,0.166402924,0.263100461,0.964768442,0.987967986,0.154658524,0.241145827,-0.970488892,0.778320406,-0.6278673,0.067011169,-0.997752225,0.133594388,-0.991036094,0.480092741,-0.877217738
utthita parsvakonasana,0.723873056,0.220347557,0.441790152,0.715055644,0.262501376,0.494232594,0.750206756,0.198088734,0.496018402,0.733616563,0.304040122,0.6340423,0.763439824,0.213696522,0.631340513,0.587742489,0.375922723,0.680679869,0.675581367,0.221832763,0.381216595,0.320980977,0.390712665,0.680801324,0.818060568,0.182284548,0.666924731,0.273728835,0.268554513,0.339156305,0.817293005,0.233064681,0.521202166,0.506233697,0.483297525,0.262181044,0.48907264,0.472441763,-0.261221766,0.55494152,0.565868534,0.289313663,0.419904609,0.443829561,0.297461013,0.511685361,0.569315983,0.258232067,0.313024579,0.655736997,-0.131058258,0.13510761,-0.990830931,0.962189429,-0.272381171,0.110582418,-0.993866957,0.29035542,-0.956918873,0.86677994,-0.498690822,0.030058314,-0.999548147,0.52177888,-0.85308077,0.127836731,-0.991795226,0.072783844,-0.997347739,0.726979253,-0.686659425
utthita parsvakonasana,0.744415676,0.386205749,-0.133707789,0.736921715,0.403074118,-0.104263188,0.759725085,0.320931251,-0.09715681,0.762701225,0.430387482,-0.024902156,0.76860438,0.327984848,0.008654364,0.625959777,0.548078143,0.167172477,0.678906922,0.371643972,-0.117670553,0.501681681,0.694499769,0.578785679,0.803711758,0.239224963,0.07436375,0.273728835,0.268554513,0.339156305,0.800315345,0.247319259,-0.14875208,0.521270075,0.55149031,0.266009098,0.502105063,0.526602762,-0.264525707,0.538252206,0.535311238,0.848274342,0.430530105,0.466263721,0.313542711,0.526701433,0.60288641,0.543278157,0.326389989,0.665970448,0.063561231,0.13510761,-0.990830931,0.917985909,0.396613,0.978893927,-0.204368981,0.466716069,0.884407209,0.999995653,0.002948652,0.265923298,-0.963994191,0.114224995,-0.993454906,0.024724787,-0.999694296,0.028733035,-0.999587121,0.676764023,-0.736200011
utthita parsvakonasana,0.260583079,0.28936682,0.388255731,0.231578975,0.2962668,0.427781929,0.257141525,0.282058602,0.409586864,0.247153744,0.321082771,0.51088754,0.277804675,0.339603683,0.431909124,0.364476666,0.273782411,0.267338658,0.375261519,0.50773157,0.527004202,0.178948137,0.244829891,0.629249276,0.78505697,0.262849572,0.653589497,0.15865539,0.252381499,0.518745118,0.71689095,0.257796121,0.329764933,0.547963406,0.506832284,-0.304080988,0.528622126,0.530684428,0.302009713,0.573696669,0.567632589,-0.035204464,0.450141791,0.392033254,0.825968737,0.633909757,0.564333647,-0.354004726,0.44531812,0.639221283,0.506057675,0.182701805,-0.983168373,0.044813675,-0.998995363,0.012529289,-0.999921505,0.074992202,-0.99718412,0.665249427,-0.746621189,0.12913974,-0.991626405,0.345052028,-0.938583559,0.992684154,-0.120740098,0.525949918,0.85051554,0.999662284,-0.025986867
utthita parsvakonasana,0.720227989,0.265083944,1.173320743,0.704173043,0.295754701,1.122343514,0.745561463,0.264539375,1.157435313,0.719166192,0.332719553,0.782604666,0.755921489,0.319509053,0.978722846,0.58378906,0.271794341,0.528798499,0.685506763,0.499136707,0.69648159,0.549121338,0.226439849,0.96284102,0.78505697,0.262849572,0.653589497,0.791307597,0.246439265,0.98703647,0.71689095,0.257796121,0.329764933,0.475896358,0.528650589,-0.038849614,0.555296591,0.54825384,0.036690651,0.281758107,0.605249653,0.290227152,0.673995387,0.412274228,1.014336336,0.231587683,0.60392879,-0.578856242,0.676880234,0.671490179,0.440711976,0.361998912,-0.932178517,0.081102722,-0.996705748,0.065261921,-0.997868168,0.157443323,-0.987528025,0.683685968,0.729776333,0.12913974,-0.991626405,0.345052028,-0.938583559,0.996386533,0.084934548,0.741208729,0.671274623,0.983222633,-0.182409579
utthita parsvakonasana,0.220167906,0.383108866,1.630616781,0.189298531,0.38815698,1.522531403,0.239193075,0.331802443,1.530357791,0.195803112,0.411511878,0.975105785,0.279219946,0.351201114,1.011006216,0.289611046,0.490180604,0.460016606,0.397670706,0.397906209,0.907408636,0.320980977,0.390712665,0.680801324,0.430493157,0.267316683,1.669262477,0.273728835,0.268554513,0.339156305,0.224630503,0.257057288,1.825131648,0.474839429,0.577396439,-1.109392986,0.563847003,0.554881824,1.111345539,0.234746961,0.565868534,0.67272017,0.67437311,0.487387768,1.280314549,0.271539168,0.597507826,0.42492812,0.828820682,0.682520248,1.064216563,0.13510761,-0.990830931,0.962189429,-0.272381171,0.969948309,-0.243311072,0.688790609,0.724960342,0.994867975,0.101181585,0.188439427,-0.982084814,0.189558328,-0.981869462,0.067727586,-0.997703851,0.208950496,-0.977926219,0.573668252,0.819087747
